original,normalized,count
COΔ (Location),CO LOCATION,1
CO∆,CO,1
CPA,CPA,1
CPYQ,CPYQ,1
CR-POS,CR POS,1
CRASS,CRASS,1
CRC,CRC,1
CRE,CRE,1
CRI,CRI,1
CRITIC,CRITIC,1
CRScore,CRSCORE,1
CSA,CSA,1
CSI-Overlap (Object-based),CSI OVERLAP OBJECT BASED,1
CSLS,CSLS,1
CSS,CSS,1
CSS IoU,CSS IOU,1
CSSim,CSSIM,1
CTAE,CTAE,1
CTC Consistency,CTC CONSISTENCY,1
CTC Preservation,CTC PRESERVATION,1
CTC Relevance,CTC RELEVANCE,1
CTE (Code Translation Error) rate,CTE CODE TRANSLATION ERROR RATE,1
CTR,CTR,1
CTRS,CTRS,1
CTT,CTT,1
CT_hit1,CT HIT1,1
CVCP,CVCP,1
CW-SSIM,CW SSIM,1
CWRR,CWRR,1
CXR-BERT,CXR BERT,1
C_b,C,1
C_f,C,1
Calibration,CALIBRATION,1
"Calibration (CALIB, C-IN)",CALIBRATION CALIB C IN,1
Calibration Accuracy,CALIBRATION ACCURACY,1
Calibration Error,CALIBRATION ERROR,1
Calinski-Harabasz score,CALINSKI HARABASZ,1
Cancellation Score,CANCELLATION,1
CapsBench,CAPSBENCH,1
Caption Score,CAPTION,1
Caption length,CAPTION LENGTH,1
Career Word Count,CAREER WORD COUNT,1
Case Computational Accuracy,CASE COMPUTATIONAL ACCURACY,1
Case-Level Accuracy,CASE LEVEL ACCURACY,1
Case-Level F1,CASE LEVEL F1,1
Casing Ratio,CASING RATIO,1
Categorical Accuracy,CATEGORICAL ACCURACY,1
Categorization Threat,CATEGORIZATION THREAT,1
Category Accuracy,CATEGORY ACCURACY,1
Category Accuracy (CA),CATEGORY ACCURACY,1
Category Coverage Score,CATEGORY COVERAGE,1
Causal Faithfulness,CAUSAL FAITHFULNESS,1
Cell EM,CELL EM,1
Cell Exact Match F1,CELL EXACT MATCH F1,1
Cell reference accuracy,CELL REFERENCE ACCURACY,1
Cell-wise Correctness,CELL WISE CORRECTNESS,1
Certainty,CERTAINTY,1
Certainty Shift (CS),CERTAINTY SHIFT CS,1
ChamDist,CHAMDIST,1
Change Rate,CHANGE RATE,1
Change in Flesch reading ease,CHANGE IN FLESCH READING EASE,1
Change in age of acquisition,CHANGE IN AGE OF ACQUISITION,1
Change in length,CHANGE IN LENGTH,1
Character Accuracy,CHARACTER ACCURACY,1
Character Behavior (CB),CHARACTER BEHAVIOR CB,1
Character Consistency,CHARACTER CONSISTENCY,1
Character Count,CHARACTER COUNT,1
Character Error Rate Reduction,CHARACTER ERROR RATE REDUCTION,1
Character F-Score,CHARACTER,1
Character F1,CHARACTER F1,1
Character F1 (CF1),CHARACTER F1 CF1,1
Character Fidelity,CHARACTER FIDELITY,1
Character N-gram,CHARACTER N GRAM,1
Character Precision (CP),CHARACTER PRECISION CP,1
Character Recall (CR),CHARACTER RECALL CR,1
Character Utterance (CU),CHARACTER UTTERANCE CU,1
Character-level Accuracy,CHARACTER LEVEL ACCURACY,1
Character-level Edit Distance,CHARACTER LEVEL EDIT DISTANCE,1
Character-level F1,CHARACTER LEVEL F1,1
Character-level edit distance,CHARACTER LEVEL EDIT DISTANCE,1
Chart Correctness,CHART CORRECTNESS,1
Chart Data Accuracy,CHART DATA ACCURACY,1
Chart Match Score,CHART MATCH,1
Chart Type Validation,CHART TYPE VALIDATION,1
ChartQA,CHARTQA,1
ChartX,CHARTX,1
Charxiv,CHARXIV,1
ChatEval,CHARTEVAL,1
ChatGPT Eval,CHATGPT EVAL,1
ChatGPT Evaluation,CHATGPT EVALUATION,1
ChatGPT-CoT,CHATGPT COT,1
ChatGPT-Span,CHATGPT SPAN,1
ChatGPT-SpanMoE,CHATGPT SPANMOE,1
ChatGPT-Star,CHATGPT STAR,1
ChatGPT-ZS,CHATGPT ZS,1
ChatGPT-eval,CHATGPT EVAL,1
ChatLaw-based similarity,CHATLAW BASED SIMILARITY,1
CheXbert vector similarity,CHEXBERT VECTOR SIMILARITY,1
CheXbert-F1,CHEXBERT F1,1
CheXbertF1,CHEXBERT F1,1
CheXpert F1,CHEXBERT F1,1
CheXpert FNR,CHEXPERT FNR,1
Checkpoint Answer Rate,CHECKPOINT ANSWER RATE,1
Chi-square Distance,CHI SQUARE DISTANCE,1
Chip Count,CHIP COUNT,1
Choice Accuracy,CHOICE ACCURACY,1
Chroma,CHROMA,1
Circuit Reproduction Score,CIRCUIT REPRODUCTION,1
Citation Length,CITATION LENGTH,1
Citation Number,CITATION NUMBER,1
Citation Preference Index (CPI),CITATION PREFERENCE INDEX CPI,1
Citation Rate,CITATION RATE,1
Claim F1,CLAIM F1,1
Claim Relevance,CLAIM RELEVANCE,1
Claim-Evidence Overlap,CLAIM EVIDENCE OVERLAP,1
Claim-Recall,CLAIM RECALL,1
Claim-Relevance,CLAIM RELEVANCE,1
ClaimVer,CLAIMVER,1
Claims NLI,CLAIMS NLI,1
Class-balanced accuracy,CLASS BALANCED ACCURACY,1
Classification Accuracy (acc_clsf),CLASSIFICATION ACCURACY ACC CLSF,1
Classification F1,CLASSIFICATION,1
Classification Score,CLASSIFICATION,1
Classification accuracy,CLASSIFICATION ACCURACY,1
Classifier F1 (disentanglement),CLASSIFIER F1 DISENTANGLEMENT,1
Classifier accuracy,CLASSIFIER ACCURACY,1
Classifier toxicity probability,CLASSIFIER TOXICITY PROBABILITY,1
Claude 3.7 Sonnet,CLAUDE 3 7 SONNET,1
Claude-3-sonnet,CLAUDE 3 7 SONNET,1
Clause count,CLAUSE COUNT,1
Clean Accuracy,CLEAN ACCURACY,1
Clean Accuracy (CACC),CLEAN ACCURACY CACC,1
Clean Reward Score,CLEAN REWARD,1
Clean Utility (CU),CLEAN UTILITY CU,1
Cleanliness,CLEANLINESS,1
Clicks,CLICKS,1
Clip Accuracy,CLIP ACCURACY,1
Closeness,CLOSENESS,1
Cloze Probability,CLOZE PROBABILITY,1
Clue-level Accuracy,CLUE LEVEL ACCURACY,1
Cluster Optimality,CLUSTER OPTIMALITY,1
Cluster Purity,CLUSTER PURITY,1
Cluster coverage,CLUSTER COVERAGE,1
Cluster-Optimal Rank Correlation,CLUSTER OPTIMAL RANK CORRELATION,1
Cluster-based metric,CLUSTER BASED,1
Clustering Analysis,CLUSTERING ANALYSIS,1
Clustering metrics,CLUSTERING METRICS,1
Cmp.,CMP,1
Co-clustering analysis,CO CLUSTERING ANALYSIS,1
Co-occurrence score,CO OCCURRENCE,1
CoLA Score,COLA,1
CoLAScore,COLASCORE,1
CoP,COP,1
CoSENT,COSENT,1
CoSim,COSIM,1
CoT,COT,1
CoT Pred Match,COT PRED MATCH,1
CoT token count,COT TOKEN COUNT,1
Code BLEU,CODEBLEU,1
Code Execution,CODE EXECUTION,1
Code vulnerability detection,CODE VULNERABILITY DETECTION,1
Code-BERTScore,CODEBERTSCORE,1
Code-Mixing Index (CMI),CODE MIXING INDEX CMI,1
CodeBERT embedding similarity,CODEBERT EMBEDDING SIMILARITY,1
CodeQL,CODEQL,1
Codex-Eval,CODEX EVAL,1
Coefficient of Precision,COEFFICIENT OF PRECISION,1
Coefficient of correlation (R²),COEFFICIENT OF CORRELATION,1
Cog,COG,1
Cognition,COGNITION,1
Cognition Metric,COGNITION,1
Cohen's Kappa (κ),COHEN S KAPPA,1
Cohen's Kappa Coefficient,COHEN S KAPPA COEFFICIENT,1
Cohen's d effect size,COHEN S D EFFECT SIZE,1
Coherence (BERT-based),COHERENCE BERT BASED,1
Coherence (Coh),COHERENCE COH,1
Coherence Probability,COHERENCE PROBABILITY,1
Coherence Score,COHERENCE,1
Coherency,COHERENCY,1
Coherent Pun Accuracy,COHERENT PUN ACCURACY,1
Coleman-Liau Index (CLI),COLEMAN LIAU INDEX,1
"Collision Avoidance (DAC, TTC)",COLLISION AVOIDANCE DAC TTC,1
Color similarity,COLOR SIMILARITY,1
Column Consistency,COLUMN CONSISTENCY,1
Column EM,COLUMN EM,1
Column Exact Match F1,COLUMN EXACT MATCH F1,1
Column Precision,COLUMN PRECISION,1
Column Recall,COLUMN RECALL,1
Comb,COMB,1
Combine Rate,COMBINE RATE,1
Combo-N,COMBO,1
Comfort,COMFORT,1
Commonsense,COMMONSENSE,1
Commonsense Score,COMMONSENSE,1
Commonsense constraint pass rate,COMMONSENSE CONSTRAINT PASS RATE,1
Communication Score,COMMUNICATION,1
Communication Success Rate,COMMUNICATION SUCCESS RATE,1
Communicative Success Rate,COMMUNICATION SUCCESS RATE,1
CompRate,COMPRATE,1
Comparator Accuracy,COMPARATOR ACCURACY,1
Competence Threat,COMPETENCE THREAT,1
Competency word frequency,COMPETENCY WORD FREQUENCY,1
Competitor Score,COMPETITOR,1
Compilation Accuracy,COMPILATION ACCURACY,1
Compilation Rate,COMPLETION RATE,1
Compilation Success,COMPILATION SUCCESS,1
Compile@k,COMPILE,1
Completeness Rate (CR),COMPLETENESS RATE CR,1
Completeness Reward,COMPLETENESS REWARD,1
Completeness Score,COMPLETENESS,1
Completion Entropy,COMPLETION ENTROPY,1
Completion Speed,COMPLETION SPEED,1
Completion loss,COMPLETION LOSS,1
Completion percentage,COMPLETION PERCENTAGE,1
Compliance Probe Accuracy,COMPLIANCE PROBE ACCURACY,1
Compliance Retention,COMPLIANCE RETENTION,1
Component Accuracy,COMPONENT ACCURACY,1
Component Identification F1,COMPONENT IDENTIFICATION F1,1
Component Matching,COMPONENT MATCHING,1
Component Matching F1 (CM F1),COMPONENT MATCHING F1 CM F1,1
Component-Alignment,COMPONENT ALIGNMENT,1
Composite Score,COMPOSITE,1
Compositional Generalization,COMPOSITIONAL GENERALIZATION,1
Compositionality I,COMPOSITIONALITY,1
Compositionality I (CI),COMPOSITIONALITY I CI,1
Compositionality II,COMPOSITIONALITY,1
Compositionality II (CII),COMPOSITIONALITY I CI,1
Comprehensibility,COMPREHENSIBILITY,1
Comprehensible,COMPREHENSIBLE,1
Comprehensiveness,COMPREHENSIVENESS,1
Compression rate,COMPRESSION RATIO,1
Computation-Aware Average Lagging (CAAL),COMPUTATION AWARE LAGGING CAAL,1
Computation-aware AL (AL_CA),COMPUTATION AWARE AL AL CA,1
Computational Accuracy (CA@K),COMPUTATIONAL ACCURACY CA,1
Computational-aware Average Lagging,COMPUTATIONAL AWARE LAGGING,1
Con CS,CON CS,1
ConR,CONR,1
Concept F1,CONCEPT F1,1
Concept Precision,CONCEPT PRECISION,1
Concept-F1,CONCEPT F1,1
Concept-bestmatching,CONCEPT BESTMATCHING,1
Concordance index,CONCORDANCE INDEX,1
Concreteness,CONCRETENESS,1
Condition Score,CONDITION,1
Conditional Accuracy,CONDITIONAL ACCURACY,1
Conditional Correctness,CONDITIONAL CORRECTNESS,1
Conditional Entropy-3,CONDITIONAL ENTROPY,1
Conditional Perplexity,CONDITIONAL PERPLEXITY,1
Conditional bigram Entropy,CONDITIONAL BIGRAM ENTROPY,1
Conditional probability,CONDITIONAL PROBABILITY,1
Conditional probability of pronoun tokens,CONDITIONAL PROBABILITY OF PRONOUN TOKENS,1
Conditioned Inconsistency Metric,CONDITIONED INCONSISTENCY,1
Confidence (probability of chosen sub-token),CONFIDENCE PROBABILITY OF CHOSEN SUB TOKEN,1
Confidence Accuracy,CONFIDENCE ACCURACY,1
Confidence Histogram,CONFIDENCE HISTOGRAM,1
Confidence Intervals,CONFIDENCE INTERVALS,1
Confidence Score (CS),CONFIDENCE CS,1
Confidence Threshold,CONFIDENCE THRESHOLD,1
Confidence Trajectory Analysis,CONFIDENCE TRAJECTORY ANALYSIS,1
Confidence shift,CONFIDENCE SHIFT,1
Confident Hallucination Rate,CONFIDENT HALLUCINATION RATE,1
Confident Response Rate,CONFIDENT RESPONSE RATE,1
Conflict Rate,CONFLICT RATE,1
Conformity Level,CONFORMITY LEVEL,1
Confusion Matrix,CONFUSION MATRIX,1
Cons@64,CONS,1
Cons@N,CONS@N,1
Consecutive Wait,CONSECUTIVE WAIT,1
Consensus rate,CONSENSUS RATE,1
Consensus-BERTScore,CONSENSUS BERTSCORE,1
Conservativeness,CONSERVATIVENESS,1
ConsistSyn,CONSISTSYN,1
Consistency (1-τ),CONSISTENCY,1
Consistency C Score,CONSISTENCY,1
Consistency Probability,CONSISTENCY PROBABILITY,1
Consistency Rating,CONSISTENCY RATING,1
Consistency Score (C),CONSISTENCY,1
Consistency Score (CS),CONSISTENCY CS,1
Consistency Score (LLM-based),CONSISTENCY LLM BASED,1
Consistency rate,CONSISTENCY RATE,1
Consistent & Accurate,CONSISTENT ACCURATE,1
Consistent Role Identity,CONSISTENT ROLE IDENTITY,1
Consistent Safety Score (CSS),CONSISTENT SAFETY CSS,1
Consistent Satisfaction Levels (CSL),CONSISTENT SATISFACTION LEVELS CSL,1
Constituent-Aware Pooling,CONSTITUENT AWARE POOLING,1
Constraint Accuracy,CONSTRAINT ACCURACY,1
Constraint Satisfaction Score,CONSTRAINT SATISFACTION,1
Constraint following,CONSTRAINT FOLLOWING,1
Constructing Input from Explanation,CONSTRUCTING INPUT FROM EXPLANATION,1
Containment Time,CONTAINMENT TIME,1
Contemporary Dissimilarity (CD),CONTEMPORARY DISSIMILARITY CD,1
Contemporary Impact (CI),CONTEMPORARY IMPACT CI,1
Content Accuracy,CONSISTENT ACCURACY,1
Content Coverage,CONTENT COVERAGE,1
Content Distortion Score (∆Acc ab),CONTENT DISTORTION ACC AB,1
Content Effect Bias,CONTENT EFFECT BIAS,1
Content F1,CONTENT F1,1
Content Filling Score,CONTENT FILLING,1
Content Preservation,CONTENT PRESERVATION,1
Content Preservation (CP),CONTENT PRESERVATION,1
Content Preservation (SIM),CONTENT PRESERVATION,1
Content Selection (CS),CONTENT SELECTION,1
Content Selection Precision (CS-PREC),CONTENT SELECTION PRECISION CS PREC,1
Content Selection Recall (CS-REC),CONTENT SELECTION RECALL CS REC,1
Content preservation,CONTENT PRESERVATION,1
Content richness (GPT-4o),CONTENT RICHNESS GPT 4O,1
Content-matching,CONTENT MATCHING,1
Context,CONTEXT,1
Context Completeness,CONTEXT COMPLETENESS,1
Context Coverage,CONTENT COVERAGE,1
Context Entity Recall,CONTEXT ENTITY RECALL,1
Context Recall,CONTEXT RECALL,1
Context Relatedness,CONTEXT RELATEDNESS,1
Context Relevancy,CONTEXT RELEVANCE,1
Context Robustness Score (CRS),CONTEXT ROBUSTNESS CRS,1
Context Utilization Rate,CONTEXT UTILIZATION RATE,1
Context word incorporation rate,CONTEXT WORD INCORPORATION RATE,1
Contextual Coherence,CONTEXTUAL COHERENCE,1
Contextual Match,CONTEXTUAL MATCH,1
Contextual Similarity,CONTEXTUAL SIMILARITY,1
Contextual Word Incorporation Rate,CONTEXT WORD INCORPORATION RATE,1
Contextualized RUBER,CONTEXTUALIZED RUBER,1
Continuous Perplexity,CONTINUOUS PERPLEXITY,1
Continuous scoring metric (orders of magnitude),CONTINUOUS SCORING ORDERS OF MAGNITUDE,1
Contradiction Detection,CONTRADICTION DETECTION,1
Contradiction Precision,CONTRADICTION PRECISION,1
Contradiction Ratio,CONTRADICTION RATIO,1
Contradiction Recall,CONTRADICTION RECALL,1
Contradiction Score,CONTRADICTION,1
Contradictory Questions (CQ),CONTRADICTORY QUESTIONS CQ,1
Contrast Accuracy,CONTRAST ACCURACY,1
Contrastive Conditioning,CONTRASTIVE CONDITIONING,1
Contrastive Knowledge Assessment,CONTRASTIVE KNOWLEDGE ASSESSMENT,1
Contrastive Knowledge Assessment (CKA),CONTRASTIVE KNOWLEDGE ASSESSMENT,1
Contribution Distribution,CONTRIBUTION DISTRIBUTION,1
Contribution Standard Deviation (CSD),CONTRIBUTION STANDARD DEVIATION CSD,1
Control Accuracy,CONTROL ACCURACY,1
Control Flow Depth Difference,CONTROL FLOW DEPTH DIFFERENCE,1
Control Success Rate (CSR),CONTROL SUCCESS RATE CSR,1
Controlled Generation Accuracy,CONTROLLED GENERATION ACCURACY,1
Conv-Distinct,CONV DISTINCT,1
Conv-last1,CONV LAST1,1
Conv-last2,CONV LAST1,1
Convergence Ratio (γC),CONVERGENCE RATIO,1
Conversation Length,CONVERSATION LENGTH,1
Conviction,CONVICTION,1
ConvoKit,CONVOKIT,1
Cooperation,COOPERATION,1
Cooperation Rate,COOPERATION RATE,1
Coordination,COORDINATION,1
Coordination Score,COORDINATION,1
Copy Accuracy,COPY ACCURACY,1
Copy Rate (COPY),COPY RATE COPY,1
Copy Success Rate,COPY SUCCESS RATE,1
Copy Success Rate (CSR),COPY SUCCESS RATE CSR,1
Copy score,COPY,1
Core Knowledge Frequency Correlation,CORE KNOWLEDGE FREQUENCY CORRELATION,1
Core Knowledge Utilization Ratio,CORE KNOWLEDGE UTILIZATION RATIO,1
Corpus-Level Diversity,CORPUS LEVEL DIVERSITY,1
Corr,CORR,1
Corr-A,CORR,1
Corr-F,CORR,1
Correct,CORRECT,1
Correct Agreement Rate (CAR),CORRECT AGREEMENT RATE CAR,1
Correct Bits Percentage,CORRECT BITS PERCENTAGE,1
Correct Claims,CORRECT CLAIMS,1
Correct Consistency,CORRECT CONSISTENCY,1
Correct Exact Match,CORRECT EXACT MATCH,1
Correct Extraction Rate (CER),CORRECT EXTRACTION RATE CER,1
Correct Given Attempted (CGA),CORRECT GIVEN ATTEMPTED CGA,1
Correct Help Rate (CHR),CORRECT HELP RATE CHR,1
Correct Landmarks,CORRECT LANDMARKS,1
Correct Length,CORRECT LENGTH,1
Correct Path Rate,CORRECT PATH RATE,1
Correct Precision,CORRECT PRECISION,1
Correct Repeat Rate,CORRECT REPEAT RATE,1
Correct Targets,CORRECT TARGETS,1
Correct Termination Rate,CORRECT TERMINATION RATE,1
Correct answer rate,CORRECT ANSWER RATE,1
Correct given attempted (CGA),CORRECT GIVEN ATTEMPTED CGA,1
Correct prediction overlap with English (en-CO),CORRECT PREDICTION OVERLAP WITH ENGLISH EN CO,1
Correct-Token Probability,CORRECT TOKEN PROBABILITY,1
Correct-Unamb,CORRECT UNAMB,1
Correct-to-Incorrect Rate,CORRECT TO INCORRECT RATE,1
CorrectCount,CORRECTCOUNT,1
Correction Rate,CORRECTION RATE,1
Correction accuracy,CORRECTION ACCURACY,1
Correctiveness Ratio,CORRECTIVENESS RATIO,1
Correctness Attribution Bias,CORRECTNESS ATTRIBUTION BIAS,1
Correctness Precision,CORRECTNESS PRECISION,1
Correctness Rate,CORRECTNESS RATE,1
Correctness Recall,CORRECTNESS RECALL,1
Correctness Score,CORRECTNESS,1
Correctness rate,CORRECTNESS RATE,1
Correctness%,CORRECTNESS,1
Correlation (r),CORRELATION,1
Correlation Distance,CORRELATION DISTANCE,1
Correlation analysis,CORRELATION ANALYSIS,1
Correlation coefficient (r),CORRELATION COEFFICIENT,1
Corrupted Ratio,CORRUPTED RATIO,1
Cosine,COSINE,1
Cosine Similarity (ELMo),COSINE SIMILARITY ELMO,1
Cosine Similarity (NLI-MPNet),COSINE SIMILARITY NLI MPNET,1
Cosine Similarity (SBERT),COSINE SIMILARITY SBERT,1
Cosine Similarity (STSb-MPNet),COSINE SIMILARITY STSB MPNET,1
Cosine Similarity (Sentence-BERT),COSINE SIMILARITY SENTENCE BERT,1
Cosine Similarity (text-image),COSINE SIMILARITY TEXT IMAGE,1
Cosine Similarity (text-text),COSINE SIMILARITY TEXT TEXT,1
Cosine distance (TF-IDF),COSINE DISTANCE TF IDF,1
Cosine distance (semantic embeddings),COSINE DISTANCE SEMANTIC EMBEDDINGS,1
Cosine diversity of embeddings,COSINE DIVERSITY OF EMBEDDINGS,1
CosineSimilarity,COSINE SIMILARITY,1
Cost Model Score,COST MODEL,1
Cost Scaling Factor,COST SCALING FACTOR,1
Count Difference,COUNT DIFFERENCE,1
Count of Reward-Earning Actions,COUNT OF REWARD EARNING ACTIONS,1
Count of gendered words,COUNT OF GENDERED WORDS,1
Counterfactual Accuracy (ACC_δ),COUNTERFACTUAL ACCURACY ACC,1
Counterfactual Accuracy (CFA),COUNTERFACTUAL ACCURACY ACC,1
Counterfactual Editing,COUNTERFACTUAL EDITING,1
Counterfactual Fairness (CF),COUNTERFACTUAL FAIRNESS CF,1
Counterfactual Faithfulness,COUNTERFACTUAL FAITHFULNESS,1
Counterfactual Test,COUNTERFACTUAL TEST,1
Counterfactual validity (Val),COUNTERFACTUAL VALIDITY VAL,1
Cover Exact Match,COVER EXACT MATCH,1
Cover-EM,COVER EM,1
Cover-LEX,COVER LEX,1
Cover@k,COVER,1
Coverage (Body),COVERAGE BODY,1
Coverage (Keywords),COVERAGE KEYWORDS,1
Coverage (Meta-TD),COVERAGE META TD,1
Coverage Diversity,COVERAGE DIVERSITY,1
Coverage Parity,COVERAGE PARITY,1
Coverage Percentage,COVERAGE PERCENTAGE,1
Coverage Recall,COVERAGE RECALL,1
Coverage measure,COVERAGE MEASURE,1
Coverage rate,COVERAGE RATE,1
Coverage w/ order,COVERAGE W O ORDER,1
Coverage w/o order,COVERAGE W O ORDER,1
Coverage weighted by Length Score (CLS),COVERAGE BY LENGTH CLS,1
Coverage-Score,COVERAGE,1
Coverage@1,COVERAGE,1
Coverage@10,COVERAGE,1
Coverage@5,COVERAGE,1
Coverage@80,COVERAGE,1
CpC,CPC,1
Cramer's V,CRAMER S,1
Cramér's V,CRAM R S,1
Creativity,CREATIVITY,1
Critic,CRITIC,1
Critic-Score,CRITIC,1
Critique Score (CS),CRITIQUE CS,1
CritiqueLLM,CRITIQUELLM,1
CritiqueVLM Score,CRITIQUELLM,1
Cronbach's Alpha,CRONBACH S ALPHA,1
Cropped Sentence Ratio,CROPPED SENTENCE RATIO,1
Cross Entropy,CROSS ENTROPY,1
Cross-Lingual Consistency,CROSS LINGUAL CONSISTENCY,1
Cross-Response Similarity,CROSS RESPONSE SIMILARITY,1
Cross-encoder,CROSS ENCODER,1
Cross-encoder (COMET),CROSS ENCODER COMET,1
Cross-entropy Loss,CROSS ENTROPY LOSS,1
Cross-lingual Consistency,CROSS LINGUAL CONSISTENCY,1
Cross-lingual Transfer Ratio (XLTR),CROSS LINGUAL TRANSFER RATIO XLTR,1
Cross-retrieval ratio (XRR),CROSS RETRIEVAL RATIO XRR,1
Cross-subject Stability (CSS),CROSS SUBJECT STABILITY CSS,1
Cross-validation,CROSS VALIDATION,1
Crossover Rate,CROSSOVER RATE,1
CrowS-Pairs,CROWS PAIRS,1
CrowS-Pairs bias score,CROWS PAIRS BIAS,1
CrowSPairs,CROWS PAIRS,1
Crystal-BLEU,CRYSTAL BLEU,1
CrystalBLEU,CRYSTAL BLEU,1
Cst CS,CST CS,1
CtrlEval,CTRLEVAL,1
CtxSimFit,CTXSIMFIT,1
CtxtAware,CTXTAWARE,1
Cultural Alignment Score (CAS),CULTURAL ALIGNMENT CAS,1
Cultural Awareness Score,CULTURAL AWARENESS,1
Cultural Behavior Score,CULTURAL BEHAVIOR,1
Cultural Bias Attribution (CBA),CULTURAL BIAS ATTRIBUTION CBA,1
Cultural F1,CULTURAL F1,1
Cultural Information,CULTURAL INFORMATION,1
Cultural Knowledge Score,CULTURAL KNOWLEDGE,1
Cultural Precision,CULTURAL PRECISION,1
Cultural Recall,CULTURAL RECALL,1
Cumulative Resolution Rate,CUMULATIVE RESOLUTION RATE,1
Cumulative Return,CUMULATIVE RETURN,1
Cumulative Reward,CUMULATIVE REWARD,1
Curricular-Face,CURRICULAR FACE,1
Curve Alignment Score (CAS),CURVE ALIGNMENT CAS,1
Curve Similarity Score (CSS),CURVE SIMILARITY CSS,1
Custom Haiku Metric,CUSTOM HAIKU,1
Custom List Scoring,CUSTOM LIST SCORING,1
Custom movement correspondence metric,CUSTOM MOVEMENT CORRESPONDENCE,1
Custom pronoun matching heuristic,CUSTOM PRONOUN MATCHING HEURISTIC,1
Custom scoring function,CUSTOM SCORING FUNCTION,1
Cvg,CVG,1
Cvg-L,CVG,1
CyberMetric Score,CYBERMETRIC,1
Cycle Consistency,CYCLE CONSISTENCY,1
Cycle Consistency Accuracy,CYCLE CONSISTENCY ACCURACY,1
Cycle Rate,CYCLE RATE,1
D arc,D ARC,1
D-3,D,1
D-4,D,1
D-MAE,D MAE,1
D-MLM,D MLM,1
DA F1,DA F1,1
DAMR,DAMR,1
DBG Score,DBG,1
DBSCAN,DBSCAN,1
DCG@3,DCG,1
DCHR,DCHR,1
DCScore,DCSCORE,1
DD,DD,1
DDA,DDA,1
DE,DE,1
DECOMPSCORE,DECOMPSCORE,1
DECONTEXTEVAL,DECONTEXTEVAL,1
DEMON,DEMON,1
DENEB,DENEB,1
DEP-Entail,DEP ENTAIL,1
DET,DET,1
DFA-equivalent accuracy,DFA EQUIVALENT ACCURACY,1
DG,DG,1
DGQS,DGQS,1
DICE,DICE,1
DINO,DINO,1
DINOv2,DINOV2,1
DIST-n,DIST,1
DLD,DLD,1
DLR Loss,DLR LOSS,1
DMOS,DMOS,1
DNDSCORE,DNDSCORE,1
DNLI,DNLI,1
DOM Tree Edit Distance,DOM TREE EDIT DISTANCE,1
DOT%,DOT,1
DOVESCORE,DOVESCORE,1
DP.P,DP,1
DP.R,DP,1
DPG-Bench,DPG BENCH,1
DPO-aligned Reward,DPO ALIGNED REWARD,1
DPR,DPR,1
DPR RELV,DPR RELV,1
DRMA,DRMA,1
DRPE,DRPE,1
DReS,DRES,1
DRoS,DROS,1
DSARI,DSARI,1
DSGScore,DSGSCORE,1
DSI,DSI,1
DSLEM,DSLEM,1
DSR@K,DSR,1
DT-Stereotyping,DT STEREOTYPING,1
DTW Distance,DTW DISTANCE,1
D_lex,D LEX,1
D_syn,D SYN,1
Dale-Chall,DALE CHALL,1
Dale-Chall Readability Score,DALE CHALL READABILITY,1
Dale-Chall Readability Score (DCRS),DALE CHALL READABILITY DCRS,1
Dale-Chall readability,DALE CHALL READABILITY,1
Damerau-Levenshtein edit distance,DAMERAU LEVENSHTEIN EDIT DISTANCE,1
Dark Triad Dirty Dozen score,DARK TRIAD DIRTY DOZEN,1
Data Description Length (DDL),DATA DESCRIPTION LENGTH DDL,1
Data consistency,DATA CONSISTENCY,1
Database Construction Success Rate,DATABASE CONSTRUCTION SUCCESS RATE,1
Dataset-defined scores,DATASET DEFINED SCORES,1
Date F1,DATE F1,1
Date F1-score,DATE F1,1
Date selection F1,DATE SELECTION F1,1
Date-F1,DATE F1,1
Davidson model,DAVIDSON MODEL,1
Davies-Bouldin Index,DAVIES BOULDIN INDEX,1
Davies-Bouldin score,DAVIES BOULDIN,1
DeBERTa-V3 classification,DEBERTA V3 CLASSIFICATION,1
DeBERTa-V3 survey ratings,DEBERTA V3 SURVEY RATINGS,1
DeBERTa-Valid,DEBERTA VALID,1
DeSync,DESYNC,1
Deal Fairness,DEAL FAIRNESS,1
Debugger-score,DEBUGGER,1
Deception,DECEPTION,1
Decision Accuracy,DECISION ACCURACY,1
Decision-Making Style Score (DMSS),DECISION MAKING STYLE DMSS,1
Decoding Capacity,DECODING CAPACITY,1
Decoding Speed (tokens/s),DECODING SPEED TOKENS,1
DecompEval,DECOMPEVAL,1
Decontextualization,DECONTEXTUALIZATION,1
Deductive Agreement Score,DEDUCTIVE AGREEMENT,1
Deep AM-FM,DEEP AM FM,1
Defense Effectiveness,DEFENSE EFFECTIVENESS,1
Defense Generalization,DEFENSE GENERALIZATION,1
Defense Success,DEFENSE SUCCESS,1
Degen,DEGEN,1
Degree of Overoptimization (γ),DEGREE OF OVEROPTIMIZATION,1
Deita complexity score,DEITA COMPLEXITY,1
Deita quality score,DEITA QUALITY,1
Deixis Accuracy,DEIXIS ACCURACY,1
Delivery rate,DELIVERY RATE,1
Delta,DELTA,1
Delta Perplexity,DELTA PERPLEXITY,1
Delta-EI,DELTA EI,1
DeltaGA,DELTAGA,1
Demographic Entropy,DEMOGRAPHIC ENTROPY,1
Demographic Parity,DEMOGRAPHIC PARITY,1
